[1]t	 [2]j	 [3]Gamma	 [4]mu_x	 [5]mu_y	 [6]M20	 [7]M02	 [8]M11	 [9]a	 [10]b	 [11]c	 [12]e 
5.7 1 -3.76218 0.623035 0.479221 0.197296 0.033201 0.0720665 0.480101 0.670002 0.109956 0.986442 
5.7 2 146.747 0.695206 1.90245 0.208156 0.160356 0.0177916 0.607052 0.654295 0.555807 0.52763 
5.7 3 -3.42775 0.393004 3.19235 0.118921 0.0215268 0.0369852 0.374763 0.512589 0.134714 0.964847 
5.7 4 -11.18 0.725927 4.01886 0.252802 0.0208941 0.0252347 0.52316 0.714866 0.190683 0.963769 
5.75 0 119.1 -0.343451 -1.77971 0.131217 0.203224 -0.000365289 0.578309 0.637536 0.512279 0.595266 
5.75 1 -3.48326 1.03547 0.861324 0.253785 0.179166 0.205098 0.65799 0.921888 0.126587 0.990528 
5.75 2 146.61 0.450581 1.95943 0.181273 0.191705 0.0398771 0.610719 0.673358 0.540873 0.595645 
5.75 3 -3.40732 -0.482271 2.84256 0.0702955 0.094165 0.0723804 0.405537 0.557832 0.133211 0.971069 
5.75 4 -11.2514 0.205369 4.01635 0.259327 0.0342587 0.0628042 0.541835 0.742517 0.189313 0.966951 
5.8 0 118.811 -0.125971 -1.81701 0.143967 0.186922 -0.018441 0.57523 0.622499 0.523711 0.540562 
5.8 1 146.407 0.201791 1.98634 0.148095 0.228243 0.0241067 0.613464 0.685471 0.531796 0.630966 
5.8 2 -3.39112 -1.04721 2.10552 0.0103785 0.164002 0.0172816 0.417589 0.576059 0.130065 0.974178 
5.8 3 -11.0779 -0.319895 3.93249 0.247989 0.0593088 0.0993042 0.554344 0.762392 0.182629 0.970885 
5.8 4 -2.89366 1.39026 1.78005 0.0252677 0.196815 0.0591334 0.471256 0.656084 0.117127 0.983935 
5.85 0 118.909 0.0970926 -1.83131 0.163025 0.16567 -0.0143144 0.573319 0.597867 0.547671 0.401083 
5.85 1 -3.21512 -1.13849 1.28042 0.0279219 0.127767 -0.0485503 0.394574 0.543106 0.128115 0.971779 
5.85 2 146.539 -0.046171 1.98161 0.145573 0.232457 -0.0155295 0.614842 0.685784 0.534567 0.626405 
5.85 3 -10.7931 -0.858057 3.76484 0.212696 0.10123 0.12947 0.560291 0.771905 0.178922 0.972765 
5.85 4 -2.81149 1.06993 2.62314 0.0139243 0.135793 -0.0287754 0.386933 0.533377 0.122242 0.973383 
5.9 0 118.934 0.318533 -1.81898 0.16767 0.16105 0.00315419 0.573342 0.581262 0.565311 0.232657 
5.9 1 -3.12239 -0.873037 0.660922 0.0576472 0.0524041 -0.0446234 0.33174 0.446601 0.143703 0.946818 
5.9 2 -10.7513 -1.37346 3.50473 0.19351 0.182843 0.171813 0.613476 0.848614 0.180447 0.977131 
5.9 3 146.442 -0.288648 1.94537 0.177145 0.197212 -0.0352016 0.611847 0.669002 0.548771 0.571958 
5.9 4 -2.85698 0.352659 3.19435 0.044369 0.0401164 -0.0284918 0.290664 0.376334 0.165358 0.898295 
5.95 0 118.8 0.536068 -1.78088 0.153444 0.176989 0.01145 0.574833 0.602725 0.545516 0.425237 
5.95 1 -10.5334 -1.85532 3.15305 0.156173 0.303271 0.196083 0.677824 0.937172 0.201491 0.976614 
5.95 2 146.49 -0.518777 1.87686 0.204225 0.167343 -0.0159504 0.609564 0.64833 0.568159 0.48169 
5.95 3 -3.34483 -0.500119 0.340604 0.0474225 0.0244111 -0.00340595 0.268018 0.309568 0.218712 0.707704 
5.95 4 -2.91906 -0.524685 3.32116 0.0554291 0.0180596 0.00212349 0.271088 0.333315 0.189417 0.822834 
6 0 118.971 0.743878 -1.71332 0.140088 0.195274 0.000122066 0.579104 0.624939 0.529316 0.531613 
6 1 -3.17996 -0.174546 0.30765 0.0406316 0.0569062 0.0366863 0.312311 0.415564 0.149606 0.932949 
6 2 -10.3411 -2.26186 2.70935 0.0993612 0.479197 0.175745 0.76063 1.04693 0.247071 0.971754 
6 3 146.32 -0.737626 1.77919 0.194322 0.175794 0.014612 0.608372 0.636175 0.579236 0.413516 
6 4 -2.79893 -1.36454 3.08867 0.0497536 0.0432087 0.037269 0.304897 0.409618 0.134675 0.944406 
6.05 0 -3.12941 0.0338103 0.495513 0.0364977 0.200481 0.0795586 0.486804 0.682254 0.0921197 0.990843 
6.05 1 -9.58456 -2.57857 2.15109 0.0501281 0.625937 0.0758037 0.822232 1.12761 0.283958 0.967773 
6.05 2 146.323 -0.938221 1.65313 0.164896 0.208749 0.0158923 0.611265 0.654069 0.565229 0.503194 
6.05 3 -2.71887 -2.05483 2.45667 0.0258014 0.126044 0.0488459 0.389673 0.540201 0.108963 0.979446 
6.05 4 118.791 0.942543 -1.62174 0.142486 0.195545 -0.0220476 0.581404 0.637982 0.518691 0.582237 
6.1 0 -2.54732 0.069484 0.934689 0.0105096 0.467558 0.0396787 0.691425 0.970544 0.119084 0.992444 
6.1 1 -8.92654 -2.77195 1.61216 0.0486532 0.684081 -0.0575656 0.855999 1.1741 0.294891 0.967945 
6.1 2 -2.43026 -2.3933 1.53562 0.00799645 0.174712 -0.0213664 0.427444 0.595662 0.102973 0.984944 
6.1 3 146.263 -1.11902 1.50242 0.151601 0.227894 -0.0148678 0.616032 0.679248 0.545539 0.595775 
6.1 4 118.664 1.12932 -1.50382 0.161417 0.177799 -0.0357516 0.582422 0.642318 0.515616 0.596325 
6.15 0 -7.98944 -2.8365 0.982779 0.0923961 0.566414 -0.183121 0.811671 1.12153 0.244517 0.975944 
6.15 1 -1.81944 -2.20387 0.558518 0.0665788 0.0946873 -0.0752516 0.40158 0.560689 0.090336 0.986935 
6.15 2 146.083 -1.27978 1.33647 0.175274 0.208932 -0.0474423 0.619843 0.696336 0.532474 0.644411 
6.15 3 -1.47962 -0.378184 2.09341 0.0501974 0.0986271 -0.0673024 0.385778 0.540256 0.0759765 0.990062 
6.15 4 118.66 1.30812 -1.36882 0.18106 0.157475 -0.0304306 0.581837 0.635458 0.522746 0.568578 
6.15 5 -0.0859122 0.0390625 1.25003 -0 0.00152588 -0 0.0390625 0.0552427 0 1 
6.2 0 -7.70572 -2.70337 0.350197 0.193847 0.380876 -0.251449 0.758105 1.05417 0.195378 0.982675 
6.2 1 -1.61424 -1.48078 -0.12761 0.0873886 0.0127719 -0.0280074 0.316481 0.439844 0.0828145 0.982115 
6.2 2 146.194 -1.41668 1.15399 0.216338 0.16994 -0.0455148 0.621513 0.698893 0.533017 0.646801 
6.2 3 -1.53819 -1.25199 2.41383 0.0848778 0.0203329 -0.0372782 0.324362 0.451469 0.0812205 0.983684 
6.2 4 118.5 1.47517 -1.21547 0.186516 0.148919 -0.0125321 0.579168 0.616945 0.538748 0.487271 
6.25 0 -7.54807 -2.34504 -0.218902 0.322341 0.210608 -0.246626 0.730033 1.01917 0.164924 0.98682 
6.25 1 -1.67239 -0.791859 -0.297018 0.0476513 0.00688198 0.0025773 0.233524 0.309237 0.115928 0.927071 
6.25 2 146.003 -1.52466 0.965371 0.233724 0.149255 -0.0118979 0.618853 0.686102 0.543343 0.610615 
6.25 3 -1.69214 -2.14842 2.20317 0.056572 0.00705376 0.00364941 0.252241 0.337163 0.116501 0.938407 
6.25 4 118.715 1.62868 -1.04632 0.174926 0.159966 -0.00118719 0.578699 0.591642 0.56546 0.294188 
6.3 0 -7.45494 -1.79576 -0.613596 0.408524 0.0756384 -0.156232 0.695818 0.969909 0.166141 0.98522 
6.3 1 146.052 -1.60751 0.774251 0.213697 0.165196 0.0174137 0.615542 0.662271 0.564962 0.521799 
6.3 2 -1.6791 -0.333078 -0.219099 0.0151521 0.0204491 0.000872122 0.188683 0.202924 0.173276 0.520442 
6.3 3 -1.65497 -2.79938 1.62479 0.0211384 0.0192418 0.00966724 0.200948 0.244556 0.144751 0.806015 
6.3 4 118.823 1.76221 -0.863643 0.165051 0.171368 -0.00616246 0.580016 0.591835 0.567952 0.281212 
6.35 0 145.795 -1.66307 0.581188 0.184684 0.190503 0.0146118 0.612525 0.636384 0.587698 0.383606 
6.35 1 -6.51268 -0.979973 -0.776047 0.167524 0.0283308 -0.00306527 0.442555 0.57895 0.237753 0.911787 
6.35 2 -1.43055 -0.0863911 -0.0871646 0.00607929 0.0606723 -0.0125108 0.258363 0.356098 0.081839 0.973233 
6.35 3 -1.69236 -3.14731 0.841776 0.00969881 0.0356009 -0.00393989 0.212837 0.269024 0.135002 0.864971 
6.35 4 118.691 1.87184 -0.669765 0.169042 0.169497 -0.0186135 0.581841 0.613 0.548916 0.445144 
6.4 0 -1.78097 -3.1314 -0.0114231 0.0251411 0.0522442 -0.0310264 0.278182 0.380918 0.0983453 0.966097 
6.4 1 146.037 -1.69751 0.395538 0.179479 0.197572 -0.00771709 0.614045 0.633113 0.594365 0.344472 
6.4 2 -6.4094 -0.41767 -0.628899 0.0676686 0.0752284 -0.00751378 0.378017 0.399649 0.355071 0.45896 
6.4 3 -0.892985 -0.0345685 0.151764 0.0201646 0.102832 -0.0444322 0.350709 0.494335 0.0403253 0.996667 
6.4 4 118.355 1.95646 -0.465791 0.184104 0.156165 -0.0239841 0.583325 0.629111 0.533626 0.52964 
6.45 0 -2.93614 -2.80505 -0.696284 0.12769 0.0722166 -0.0872084 0.447109 0.618816 0.129926 0.97771 
6.45 1 146.621 -1.71656 0.211428 0.199093 0.184219 -0.0224366 0.619122 0.656191 0.579688 0.468593 
6.45 2 -11.2416 -0.0732299 -0.247044 0.114558 0.382465 -0.15947 0.704999 0.955799 0.283714 0.954929 
6.45 3 119.173 2.01911 -0.253723 0.203978 0.144139 -0.0155039 0.590015 0.644603 0.529832 0.569558 
6.5 0 -2.95612 -2.13368 -1.23234 0.260943 0.0194246 -0.0475546 0.529498 0.734805 0.144212 0.980552 
6.5 1 146.373 -1.72406 0.0289857 0.221899 0.163724 -0.0137736 0.620985 0.670813 0.566794 0.534867 
6.5 2 -10.4129 -0.0555145 -0.046023 0.449131 0.602173 -0.50029 1.02533 1.4365 0.197703 0.990484 
6.5 3 119.114 2.05982 -0.0355937 0.207885 0.140809 0.00169492 0.590503 0.644868 0.530597 0.568332 
6.55 0 146.322 -1.72045 -0.153642 0.226873 0.160533 0.00973209 0.62242 0.67568 0.564154 0.550336 
6.55 1 -2.50898 -1.18456 -1.35279 0.191681 0.0397506 0.07707 0.481073 0.669225 0.122481 0.983109 
6.55 2 -10.4228 -0.0979257 0.0375638 1.29155 0.695028 -0.901537 1.40946 1.97124 0.295623 0.988691 
6.55 3 119.198 2.07843 0.189942 0.198678 0.149701 0.0146628 0.590237 0.636761 0.539717 0.530639 
6.6 0 146.408 -1.70244 -0.337123 0.210409 0.176967 0.0252829 0.622395 0.669327 0.571622 0.520233 
6.6 1 -2.2578 -0.504904 -1.07872 0.0787162 0.100047 0.08222 0.422804 0.58701 0.113777 0.981036 
6.6 2 -10.4334 -0.199487 0.0109845 2.87794 0.568607 -1.1269 1.85649 2.58329 0.468704 0.983403 
6.6 3 119.153 2.07768 0.419593 0.186581 0.160126 0.0162608 0.588818 0.623402 0.552073 0.464485 
6.65 0 -9.65969 -0.218976 -0.179407 5.36365 0.304005 -0.729351 2.38068 3.30657 0.633983 0.981447 
6.65 1 146.31 -1.66958 -0.523504 0.189552 0.195888 0.0214105 0.620838 0.654773 0.584938 0.449371 
6.65 2 -2.27871 -0.130416 -0.64666 0.017402 0.0906612 0.0226658 0.32873 0.440696 0.148031 0.941897 
6.65 3 119.033 2.05364 0.651414 0.181655 0.164055 0.0125302 0.587971 0.61346 0.561326 0.403416 
6.7 0 -4.11965 -2.84289 -0.777359 0.0294337 0.333221 0.0486276 0.602208 0.825609 0.208996 0.967429 
6.7 1 146.375 -1.61081 -0.703696 0.183558 0.201409 0.00509657 0.620457 0.636807 0.603664 0.318407 
6.7 2 -2.24145 -0.021859 -0.260623 0.022983 0.057914 -0.0180635 0.284424 0.362146 0.175055 0.875409 
6.7 3 119.175 2.00066 0.882245 0.183592 0.163832 0.0111192 0.589427 0.614144 0.563626 0.397175 
6.7 4 -3.5792 2.90982 -0.134312 0.0988122 0.0680389 0.0593443 0.408474 0.538019 0.210328 0.92042 
6.75 0 -3.85986 -2.53474 -1.70512 0.0755513 0.157479 -0.086812 0.482732 0.651931 0.202602 0.950484 
6.75 1 146.296 -1.52883 -0.878268 0.193807 0.191471 -0.00621875 0.620708 0.63082 0.610429 0.252197 
6.75 2 -2.0787 -0.110133 0.00614294 0.0607702 0.0358317 -0.0380904 0.310808 0.420429 0.12823 0.952353 
6.75 3 119.223 1.91735 1.10661 0.183284 0.165971 0.0157858 0.590978 0.620695 0.559685 0.432347 
6.75 4 -3.45581 3.2499 0.547583 0.0298015 0.0963131 0.0288137 0.355126 0.46273 0.195219 0.906649 
6.8 0 -3.47211 -1.81881 -2.2861 0.152855 0.0249268 -0.0388477 0.421642 0.572237 0.167655 0.956118 
6.8 1 146.232 -1.42437 -1.03595 0.210799 0.176497 -2.76545e-05 0.622332 0.649306 0.594134 0.403389 
6.8 2 -1.97189 -0.324344 0.167821 0.138215 0.0170056 -0.0416609 0.39398 0.549824 0.0901931 0.986454 
6.8 3 119.077 1.80442 1.31967 0.177195 0.172417 0.0194587 0.59128 0.623555 0.557137 0.449093 
6.8 4 -3.45499 3.32057 1.27871 0.0166932 0.109667 -0.0139455 0.355472 0.472681 0.171152 0.932144 
6.85 0 -3.21881 -0.922744 -2.37406 0.168517 0.0334348 0.0611104 0.44939 0.619773 0.140655 0.973907 
6.85 1 146.262 -1.3036 -1.17771 0.215373 0.175677 0.0197133 0.62534 0.66858 0.57888 0.50033 
6.85 2 -1.80802 -0.771331 0.207868 0.282232 0.00309693 -0.00769935 0.534162 0.751591 0.0759569 0.99488 
6.85 3 119.238 1.66369 1.519 0.171353 0.180134 0.0187923 0.592864 0.624567 0.559366 0.444848 
6.85 4 -3.34347 3.14598 2.00971 0.0410029 0.0973004 -0.051477 0.371891 0.505613 0.144783 0.958125 
6.9 0 -3.28772 -0.169653 -2.01355 0.0934659 0.147018 0.107384 0.490391 0.679579 0.138346 0.979059 
6.9 1 146.398 -1.17328 -1.30208 0.199186 0.195743 0.0344105 0.628434 0.681055 0.570984 0.545085 
6.9 2 -1.28619 -1.48361 -0.0105588 0.219358 0.0404597 0.0871444 0.509723 0.713848 0.100276 0.990085 
6.9 3 119.066 1.50256 1.70154 0.167807 0.18281 0.0133318 0.59213 0.617424 0.565705 0.400641 
6.9 4 -3.43777 2.81112 2.61966 0.101811 0.0843244 -0.083325 0.431434 0.594727 0.136274 0.973394 
6.95 0 146.26 -1.03681 -1.41075 0.175469 0.220031 0.0269473 0.628887 0.682225 0.570586 0.548181 
6.95 1 -1.056 -2.17931 -0.781188 0.0477247 0.10436 0.0679825 0.38998 0.54715 0.069249 0.991959 
6.95 2 -0.0366927 -1.52344 -0.117188 -0 1.92593e-34 -0 1.38778e-17 1.96262e-17 0 1 
6.95 3 -3.14967 0.25329 -1.34365 0.0129218 0.19464 0.0288457 0.45559 0.631046 0.130021 0.978543 
6.95 4 119.058 1.32052 1.86597 0.169137 0.181856 0.0102856 0.592447 0.612518 0.571671 0.359065 
6.95 5 -3.31313 2.33476 3.12149 0.185094 0.0451435 -0.0791228 0.47983 0.664447 0.137784 0.978263 
7 0 146.187 -0.897232 -1.50796 0.168055 0.22629 0.00338242 0.627969 0.673032 0.579413 0.508775 
7 1 -1.21071 -2.22701 -1.65097 0.00451092 0.140655 0.0127791 0.381006 0.532624 0.0815083 0.988221 
7 2 -3.35314 0.274197 -0.70189 0.025828 0.118591 -0.0368757 0.380025 0.512765 0.160968 0.949449 
7 3 119.113 1.12447 2.00812 0.169699 0.182572 0.0104266 0.593524 0.613822 0.572507 0.360673 
7 4 -3.19497 1.78365 3.47472 0.300582 0.016425 -0.0379399 0.563034 0.781743 0.151305 0.981091 
7.05 0 -1.25544 -1.83356 -2.49637 0.0152154 0.0528161 -0.0224937 0.260829 0.355898 0.0969525 0.962179 
7.05 1 146.265 -0.749466 -1.59562 0.183631 0.209575 -0.0134501 0.627061 0.656185 0.596518 0.416643 
7.05 2 -3.20262 0.015068 -0.292923 0.0609557 0.0373225 -0.0268591 0.313494 0.396189 0.198975 0.864738 
7.05 3 119.216 0.916829 2.1265 0.170404 0.183685 0.0124356 0.595055 0.618292 0.570872 0.384067 
7.05 4 -2.96841 1.10884 3.66479 0.3911 0.0293621 0.0725606 0.64843 0.900124 0.175214 0.980872 
7.1 0 -1.45241 -1.12347 -2.99365 0.040221 0.0164286 -0.0169422 0.238012 0.313134 0.123476 0.918972 
7.1 1 146.22 -0.592859 -1.66856 0.203415 0.1894 -0.00753469 0.62675 0.642958 0.610111 0.315534 
7.1 2 -3.20034 -0.348681 -0.164898 0.111639 0.0142126 0.0140867 0.354755 0.476728 0.156312 0.944718 
7.1 3 119.087 0.698638 2.21726 0.165476 0.189499 0.01347 0.595798 0.625356 0.564694 0.429647 
7.1 4 -2.4458 0.440588 3.69293 0.344967 0.116331 0.18124 0.679189 0.943324 0.180927 0.981434 
7.15 0 -1.61642 -0.254514 -3.12457 0.0602354 0.0100229 0.0106368 0.265063 0.353258 0.1254 0.934874 
7.15 1 146.103 -0.426972 -1.72345 0.207016 0.187144 0.0132056 0.627822 0.653615 0.600923 0.393362 
7.15 2 -3.15768 -0.81014 -0.335933 0.152399 0.0587018 0.0872413 0.459458 0.639649 0.114246 0.98392 
7.15 3 -1.76363 -0.216333 3.52592 0.196775 0.236983 0.202587 0.658603 0.917018 0.163076 0.984061 
7.15 4 119.182 0.474997 2.28103 0.15972 0.197558 0.0103004 0.597727 0.63274 0.560532 0.463915 
7.2 0 146.075 -0.255558 -1.76233 0.189637 0.207895 0.0260809 0.630501 0.672901 0.585036 0.494069 
7.2 1 -3.25919 -1.20492 -0.829583 0.112036 0.183769 0.135113 0.543879 0.758544 0.127361 0.985804 
7.2 2 -0.0366948 -0.976562 1.83594 -0 -0 -0 -0 0 -0 -nan 
7.2 3 -0.258791 -1.05469 2.38266 4.93038e-32 0.0243614 -2.38145e-32 0.156081 0.220732 0 1 
7.2 4 119.04 0.245081 2.31948 0.156411 0.201244 0.0030753 0.598043 0.634751 0.558929 0.473955 
7.2 5 -0.0366687 -0.976562 2.92969 1.2326e-32 -0 -0 1.11022e-16 1.57009e-16 0 1 
7.2 6 -0.221933 -0.312158 3.95858 0.0178421 0.0110335 0.0137584 0.169928 0.239212 0.023002 0.995366 
7.2 7 -1.6598 0.580648 -2.83549 0.0408136 0.0433286 0.0360293 0.290073 0.395278 0.109726 0.960699 
7.2 8 -0.0368749 0.0390625 4.17969 -0 -0 -0 -0 0 -0 -nan 
7.25 0 -2.96869 -1.36463 -1.60754 0.019751 0.255991 0.0522821 0.525111 0.730813 0.131891 0.98358 
7.25 1 146.135 -0.0789233 -1.77902 0.169007 0.232571 0.0166921 0.633702 0.688023 0.574266 0.550764 
7.25 2 -0.147778 -0.976659 1.4063 0.00306018 0.00764626 -0.00459028 0.103472 0.144806 0.0210746 0.989353 
7.25 3 -0.0369646 -1.13281 1.67969 -0 -0 -0 -0 0 -0 -nan 
7.25 4 119.03 0.0140096 2.33347 0.158041 0.200141 -0.0044709 0.598483 0.633421 0.561376 0.463186 
7.25 5 -1.67973 1.15527 -2.19505 0.00955171 0.103763 0.0225331 0.336622 0.466636 0.0942307 0.979399 
7.3 0 -3.0047 -1.09884 -2.42882 0.0241744 0.176835 -0.049282 0.448341 0.618647 0.138907 0.974467 
7.3 1 145.873 0.0968533 -1.7769 0.16359 0.238809 -0.0100494 0.634349 0.693005 0.569685 0.569415 
7.3 2 -0.220786 -0.807277 0.989542 0.0110111 0.00694372 -0.00829961 0.133996 0.187203 0.0294035 0.987588 
7.3 3 118.94 -0.216447 2.32514 0.162952 0.194777 -0.00843999 0.598105 0.627498 0.567191 0.42776 
7.3 4 -1.76966 1.30635 -1.38402 0.0132968 0.134816 -0.0338908 0.384854 0.535964 0.0946994 0.984267 
7.35 0 -3.18552 -0.510118 -2.97226 0.0741705 0.0853482 -0.0669063 0.399398 0.542031 0.158871 0.956081 
7.35 1 145.9 0.26793 -1.75852 0.183238 0.21863 -0.0295301 0.633931 0.686091 0.577075 0.540871 
7.35 2 119.156 -0.446025 2.29647 0.168309 0.190888 -0.00859679 0.59933 0.622557 0.575166 0.382687 
7.35 3 -0.258139 -0.552326 0.730935 0.0119161 0.0024857 -0.00397342 0.120007 0.163505 0.045492 0.960515 
7.35 4 -1.72757 1.04309 -0.657494 0.0624913 0.067021 -0.0600917 0.359878 0.499781 0.0961436 0.981322 
7.4 0 -3.2362 0.26928 -3.21906 0.0901986 0.0226586 -0.0211323 0.335942 0.438784 0.182163 0.909752 
7.4 1 146.009 0.434909 -1.72244 0.208291 0.192545 -0.0244683 0.633116 0.67249 0.591124 0.476806 
7.4 2 118.862 -0.667372 2.24385 0.168703 0.189227 -0.00648715 0.598273 0.618232 0.577623 0.356451 
7.4 3 -0.370063 -0.32843 0.656148 0.00979992 0.00297923 0.00200777 0.113045 0.143854 0.0697438 0.874613 
7.4 4 -1.66464 0.569899 -0.290251 0.0680786 0.0143983 -0.0221485 0.287188 0.389967 0.113488 0.956717 
7.45 0 145.927 0.594736 -1.66975 0.214523 0.184642 5.29164e-05 0.631795 0.655016 0.607688 0.373215 
7.45 1 -1.90179 0.0987041 -0.255438 0.0532545 0.0166804 0.0157426 0.264452 0.343794 0.147226 0.903666 
7.45 2 118.988 -0.88038 2.16999 0.168582 0.191107 -0.00671293 0.599741 0.621219 0.577466 0.368647 
7.45 3 -0.446132 -0.214705 0.703156 0.0122608 0.0116391 0.0103674 0.154596 0.211291 0.0561771 0.964007 
7.45 4 -3.21645 1.07394 -3.12603 0.0806723 0.0244643 0.023991 0.324248 0.423131 0.176731 0.908596 
7.5 0 145.812 0.750048 -1.60147 0.197001 0.202773 0.0158237 0.632277 0.657224 0.606304 0.385944 
7.5 1 -2.01244 -0.221387 -0.508007 0.031417 0.0585885 0.0340935 0.300009 0.404236 0.128858 0.947833 
7.5 2 118.975 -1.0831 2.07488 0.167728 0.193223 -0.0100465 0.600792 0.627226 0.57314 0.406234 
7.5 3 -0.445228 -0.130094 0.833281 0.00893605 0.0251418 0.0138302 0.184602 0.257169 0.0449412 0.984612 
7.5 4 -3.33103 1.7634 -2.72306 0.0503713 0.0763476 0.0493184 0.355976 0.478245 0.157223 0.944417 
7.55 0 145.879 0.897217 -1.51788 0.175362 0.228304 0.00708042 0.635347 0.677104 0.590646 0.488949 
7.55 1 -1.77987 -0.384361 -1.03426 0.00830743 0.122478 0.022089 0.361643 0.503195 0.0914636 0.983342 
7.55 2 118.967 -1.27653 1.95694 0.168116 0.194626 -0.0163692 0.602281 0.636293 0.566229 0.456178 
7.55 3 -0.073856 -0.117187 0.937548 1.92593e-34 0.00152588 -7.74156e-34 0.0390625 0.0552427 0 1 
7.55 4 -0.036726 -0.0390625 1.21094 -0 -0 -0 -0 0 -0 -nan 
7.55 5 -3.19914 2.24263 -2.09973 0.0159374 0.146708 0.0292867 0.403294 0.553114 0.139127 0.967849 
7.6 0 -1.68576 -0.211359 -1.70997 0.0138487 0.148176 -0.0382148 0.402523 0.562648 0.0864642 0.988122 
7.6 1 118.957 -1.45708 1.82207 0.174314 0.189713 -0.021894 0.603346 0.640659 0.563569 0.475581 
7.6 2 145.809 1.03555 -1.4189 0.172399 0.235095 -0.0204496 0.638353 0.694515 0.576747 0.557121 
7.6 3 -3.27627 2.41474 -1.30317 0.0201168 0.198379 -0.0462531 0.467435 0.647557 0.132892 0.978716 
7.65 0 -1.71047 0.402208 -2.36038 0.069501 0.0723789 -0.0664564 0.376669 0.524236 0.0945303 0.983608 
7.65 1 118.937 -1.62552 1.66694 0.181479 0.183561 -0.0242758 0.604185 0.643145 0.562533 0.484738 
7.65 2 145.747 1.1644 -1.30779 0.194625 0.215903 -0.0420646 0.640725 0.705199 0.56899 0.590756 
7.65 3 -2.9581 2.22398 -0.507196 0.101476 0.137751 -0.109817 0.489109 0.679586 0.128913 0.981843 
7.7 0 118.888 -1.77868 1.49694 0.18934 0.175906 -0.0220445 0.604356 0.641356 0.564939 0.473392 
7.7 1 -1.69322 1.21666 -2.57977 0.0835325 0.0136425 -0.0245036 0.311729 0.427241 0.108697 0.967095 
7.7 2 145.628 1.28335 -1.18699 0.224328 0.186134 -0.0377652 0.640673 0.703634 0.570809 0.584726 
7.7 3 -2.97445 1.66454 0.0845814 0.196517 0.0454662 -0.0832363 0.491918 0.683207 0.131132 0.981407 
7.75 0 118.923 -1.91809 1.31824 0.193192 0.172358 -0.0170121 0.604607 0.636746 0.57066 0.443622 
7.75 1 -1.85789 2.01831 -2.37661 0.0695132 0.0108611 0.0125598 0.283504 0.379709 0.128722 0.940786 
7.75 2 145.524 1.38817 -1.0571 0.237781 0.170495 -0.0105292 0.638965 0.69194 0.581181 0.542696 
7.75 3 -3.12622 1.00278 0.319404 0.170666 0.0112219 0.00195448 0.426484 0.584278 0.149653 0.966642 
7.8 0 118.794 -2.03559 1.128 0.195577 0.169658 -0.0123678 0.604347 0.633295 0.57394 0.422689 
7.8 1 145.761 1.48394 -0.919918 0.222724 0.184454 0.0134794 0.638105 0.673788 0.600305 0.454119 
7.8 2 -3.10687 0.464341 0.257302 0.0738242 0.0298466 0.0248779 0.32198 0.412403 0.193043 0.88368 
7.8 3 -1.75119 2.6635 -1.88959 0.029438 0.031857 0.0208522 0.247578 0.321044 0.139716 0.900338 
7.85 0 118.94 -2.13154 0.930234 0.19434 0.172125 -0.0103646 0.605363 0.62996 0.579725 0.391314 
7.85 1 -3.05922 0.166374 0.00257531 0.0229055 0.071146 0.0117205 0.306678 0.384299 0.20104 0.852249 
7.85 2 145.716 1.56414 -0.776454 0.197425 0.208702 0.0123695 0.637281 0.658267 0.61558 0.354246 
7.85 3 -1.82171 3.03458 -1.1788 0.00885875 0.0595932 0.00531034 0.261633 0.346823 0.12891 0.928358 
7.9 0 118.917 -2.2038 0.724944 0.195593 0.171621 -0.0096654 0.605982 0.63088 0.580017 0.393377 
7.9 1 -2.91216 0.100225 -0.352735 0.0172293 0.129904 -0.0313038 0.38358 0.525389 0.135029 0.966409 
7.9 2 145.781 1.62951 -0.625645 0.18753 0.220956 -0.0101564 0.639129 0.669029 0.607759 0.418058 
7.9 3 -1.96889 3.10762 -0.381334 0.0183795 0.0749271 -0.0282788 0.305461 0.416274 0.115452 0.96077 
7.95 0 118.905 -2.25465 0.51443 0.198748 0.169834 -0.0114527 0.607109 0.636764 0.575929 0.426553 
7.95 1 -2.49065 0.276524 -0.77177 0.0766075 0.200546 -0.119058 0.526453 0.738643 0.0933453 0.991983 
7.95 2 145.503 1.68077 -0.469316 0.204671 0.206426 -0.0318444 0.641168 0.689064 0.589392 0.518047 
7.95 3 -1.74403 2.8306 0.381355 0.0653634 0.0573926 -0.0569152 0.350366 0.486688 0.0929887 0.981578 
8 0 118.968 -2.28321 0.298274 0.204423 0.166169 -0.0106311 0.608762 0.643706 0.571687 0.459616 
8 1 -2.25132 0.914876 -1.30522 0.176033 0.0838574 -0.114972 0.509795 0.712476 0.11027 0.987951 
8 2 145.555 1.71691 -0.308484 0.234157 0.181246 -0.0305098 0.644517 0.704392 0.578478 0.570575 
8 3 -1.90888 2.24999 0.941402 0.147749 0.0204416 -0.0478352 0.41011 0.572222 0.0945637 0.986251 
8.05 0 118.792 -2.29614 0.0820777 0.210941 0.160505 -0.00530141 0.609464 0.650372 0.565604 0.493648 
8.05 1 -2.10773 1.78809 -1.41593 0.190627 0.0063894 -0.0166208 0.443865 0.619862 0.099015 0.98716 
8.05 2 145.541 1.74014 -0.143871 0.252855 0.16532 -0.00754951 0.646665 0.712041 0.573888 0.591947 
