t ekin epot bpot nu_top nu_bot nu_vol nu_eps nu_tmp nu_mix 
10.350000 0.00282872837 0.055818948 -0.0590672321 1.08555521 1.15880601 5.08079096 0.795610707 1.60714129 1.61444026 
10.400000 0.00299912407 0.055615881 -0.0586241739 1.09061976 1.16799606 5.31506074 0.843060527 1.64264646 1.64653363 
10.450000 0.00317914673 0.0554012017 -0.0583673141 1.09600537 1.17769277 5.56100418 0.893258252 1.68006454 1.68181477 
10.500000 0.00336924887 0.055174339 -0.0587284968 1.10173216 1.18793576 5.81896883 0.946341335 1.71948019 1.7267176 
10.550000 0.00356988991 0.0549347082 -0.0589041261 1.107832 1.19872506 6.08921244 1.00246321 1.76097988 1.77220276 
10.600000 0.00378153846 0.0546817102 -0.0588098351 1.11431994 1.21010396 6.37215804 1.06177359 1.80465161 1.81666115 
10.650000 0.00400466895 0.0544147301 -0.0584776121 1.12123012 1.22211675 6.66796193 1.12442483 1.85058476 1.859762 
10.700000 0.0042397589 0.0541331457 -0.0584663744 1.12858958 1.2347624 6.97689223 1.19058292 1.89886989 1.90936377 
10.750000 0.00448728833 0.0538363231 -0.0581564979 1.13643477 1.24809142 7.29916816 1.2604165 1.94959858 1.95653371 
10.800000 0.00474773681 0.0535236217 -0.05811698 1.14480638 1.26213831 7.63488344 1.33408697 2.00286337 2.01177252 
10.850000 0.00502157805 0.0531943992 -0.0585963497 1.15373153 1.27693867 7.98415247 1.4117661 2.05875741 2.0770974 
10.900000 0.00530928095 0.052848011 -0.058294529 1.16325374 1.29252733 8.34692929 1.4936247 2.11737412 2.13229183 
10.950000 0.00561129933 0.0524838186 -0.0581730825 1.17342813 1.30890535 8.72317675 1.579847 2.17880768 2.19524197 
11.000000 0.00592807706 0.0521011872 -0.0579738391 1.1842921 1.32617594 9.11275148 1.67058683 2.24315182 2.25751247 
11.050000 0.00625965012 0.0516988536 -0.0578459312 1.19588599 1.34447423 9.5161598 1.7659973 2.31071093 2.32503828 
11.100000 0.00660670117 0.0512766006 -0.0578102141 1.20829061 1.36364776 9.93158865 1.86618158 2.38144354 2.39849789 
11.150000 0.00696970771 0.0508340649 -0.0573853932 1.22158372 1.38369962 10.3595034 1.97144521 2.45537882 2.4626694 
11.200000 0.00734901193 0.0503706828 -0.0574733935 1.2358246 1.40479744 10.7990665 2.08192144 2.53261176 2.54730862 
11.250000 0.00774490508 0.0498859374 -0.0573665586 1.25108415 1.4269496 11.2495695 2.19775457 2.61323769 2.62797986 
11.300000 0.00815763391 0.0493793522 -0.0574109434 1.26744351 1.45021114 11.7102376 2.31909391 2.69735238 2.71674899 
11.350000 0.00858738888 0.0488504986 -0.056802995 1.28499594 1.47462872 12.1800279 2.44607269 2.78505242 2.79120586 
11.400000 0.00903430264 0.0482990064 -0.0575345705 1.30383357 1.50023826 12.6578231 2.57880471 2.87643521 2.91204168 
11.450000 0.00949843977 0.0477245667 -0.0564810268 1.32406943 1.52708957 13.14237 2.7173747 2.9715997 2.98048146 
11.500000 0.00997979243 0.0471269434 -0.0567766 1.34581809 1.55523641 13.6321876 2.86188039 3.07064661 3.09499867 
11.550000 0.0104782706 0.0465059808 -0.0572522632 1.3691894 1.58472039 14.1257368 3.01236989 3.17367903 3.22407488 
11.600000 0.0109937016 0.0458616073 -0.0566559177 1.39433494 1.61560403 14.6212966 3.16885578 3.28080289 3.32054675 
11.650000 0.0115258211 0.0451938476 -0.0569944966 1.42139771 1.64790743 15.1170615 3.33135499 3.39212781 3.45124744 
11.700000 0.0120742725 0.0445028246 -0.056937248 1.4505468 1.68170856 15.6109772 3.49983328 3.5077671 3.57803687 
11.750000 0.0126385929 0.043788771 -0.0563395413 1.48194162 1.71704852 16.1010332 3.67420047 3.62783891 3.67722019 
11.800000 0.0132182198 0.0430520308 -0.0564342116 1.51578199 1.75396618 16.5849864 3.85438751 3.75246568 3.8251403 
11.850000 0.0138124639 0.0422924726 -0.0563660392 1.55223621 1.79257653 17.0609424 4.04032623 3.88200893 3.96126283 
11.900000 0.0144206167 0.041511179 -0.055423056 1.59159636 1.83282327 17.5261217 4.23168706 4.01640822 4.06291394 
11.950000 0.0150418007 0.040708932 -0.0562048387 1.63408522 1.87479568 17.9783564 4.4283058 4.1557781 4.26253066 
12.000000 0.0156750339 0.0398865638 -0.0560095295 1.6799505 1.91853739 18.4152429 4.62989667 4.30026331 4.41093191 
12.050000 0.0163192323 0.0390450321 -0.0555536889 1.72947017 1.96408334 18.834518 4.8361364 4.45001446 4.56066311 
12.100000 0.0169732176 0.0381854157 -0.0551241169 1.78295158 2.01147301 19.2339327 5.04665512 4.60518658 4.71108271 
12.150000 0.0176357203 0.037308913 -0.0555063225 1.8407038 2.06075498 19.611352 5.26103698 4.76593846 4.91986093 
12.200000 0.018305392 0.036416836 -0.0547850361 1.90309013 2.11193918 19.9647671 5.47882526 4.9324327 5.06477674 
12.250000 0.01898081 0.0355106039 -0.055167091 1.97046414 2.16507528 20.2923242 5.69951667 5.10483418 5.29776863 
12.300000 0.0196604908 0.0345917359 -0.0543023026 2.04323642 2.22015191 20.5923155 5.92258656 5.28330993 5.43406346 
12.350000 0.0203429007 0.0336618416 -0.054348059 2.1218159 2.27721819 20.8632783 6.14747097 5.46802823 5.66686568 
12.400000 0.0210264629 0.032722612 -0.0545488362 2.2066545 2.33626487 21.1038943 6.37360432 5.65915786 5.91097214 
12.450000 0.0217095797 0.0317758096 -0.0545456711 2.29824296 2.39729104 21.3131056 6.6003482 5.85686741 6.1384752 
12.500000 0.0223909464 0.0308228998 -0.0545394411 2.39705452 2.46024523 21.4901833 6.82748597 6.06156067 6.389726 
12.550000 0.0230687326 0.0298660306 -0.0540520952 2.50372279 2.52521722 21.6345268 7.05380633 6.27323247 6.61257987 
12.600000 0.0237412423 0.028907191 -0.0535782676 2.61871914 2.592129 21.7454545 7.27893078 6.49199641 6.83733976 
12.650000 0.0244068848 0.0279483297 -0.0532185955 2.74266889 2.66096249 21.8227338 7.50216959 6.7179928 7.09174173 
12.700000 0.0250640812 0.0269914197 -0.0530174402 2.87616032 2.73168163 21.8662452 7.72284292 6.95134201 7.35042242 
12.750000 0.0257112847 0.026038452 -0.0528528564 3.01980783 2.80423772 21.8759805 7.94034433 7.19213158 7.6366522 
12.800000 0.0263469834 0.0250914286 -0.0528909066 3.1742259 2.87858021 21.8520462 8.15402581 7.44040159 7.95798313 
12.850000 0.0269697063 0.0241523585 -0.0523429937 3.34000715 2.95465511 21.7946098 8.3633106 7.69612636 8.22969635 
12.900000 0.0275780221 0.0232232529 -0.0518931914 3.51771381 3.03239365 21.7039226 8.56758884 7.95919224 8.50837538 
12.950000 0.0281705408 0.0223061221 -0.0519174209 3.70783183 3.11171951 21.580236 8.76631362 8.22937289 8.87270653 
13.000000 0.0287459196 0.0214029715 -0.0515051829 3.91075754 3.19255855 21.4238244 8.95894333 8.50630231 9.17558667 
13.050000 0.0293028504 0.0205157976 -0.0515749223 4.12674257 3.27481889 21.2350033 9.14499063 8.78944819 9.5910703 
13.100000 0.0298400673 0.0196465836 -0.0511329245 4.35586342 3.35841384 21.0140572 9.32401654 9.07808775 9.91146053 
13.150000 0.0303563402 0.0187972943 -0.0506423857 4.59797421 3.44325308 20.7612909 9.4956243 9.37128707 10.2505049 
13.200000 0.0308504715 0.0179698698 -0.0504266678 4.85267201 3.52922517 20.4769834 9.65951973 9.66789014 10.6367469 
13.250000 0.0313212914 0.0171662181 -0.0501742146 5.11926194 3.61624344 20.1614519 9.81547413 9.9665143 11.0310139 
13.300000 0.0317676581 0.0163882077 -0.0493203989 5.39675032 3.70421125 19.8150179 9.9633373 10.2655596 11.327319 
13.350000 0.0321884473 0.015637658 -0.0489223883 5.68384407 3.79301432 19.4379956 10.1030373 10.5632273 11.6952221 
13.400000 0.0325825556 0.0149163321 -0.0485820293 5.97895081 3.88256721 19.0307916 10.2346434 10.8575513 12.0732178 
13.450000 0.032948895 0.0142259256 -0.0479460393 6.28023052 3.97276422 18.5938222 10.3582738 11.1464381 12.425835 
13.500000 0.0332863896 0.0135680595 -0.0480426984 6.58561098 4.06351848 18.1275667 10.4741223 11.4277151 12.9084924 
13.550000 0.0335939825 0.0129442713 -0.0477855928 6.89287025 4.15475657 17.6326422 10.5824864 11.6991811 13.3032389 
13.600000 0.0338706311 0.012356006 -0.0471704472 7.19966152 4.24637915 17.1097413 10.683646 11.9586604 13.6400588 
13.650000 0.0341153163 0.011804607 -0.0466803371 7.50357074 4.33832069 16.5597347 10.7779824 12.2040553 13.9742614 
13.700000 0.0343270497 0.0112913073 -0.0461191535 7.80216598 4.4305168 15.9836884 10.8658587 12.4333934 14.2446611 
13.750000 0.034504885 0.0108172186 -0.0459249496 8.09302676 4.52291289 15.3828933 10.9475303 12.6448729 14.6410107 
13.800000 0.0346479358 0.0103833201 -0.0456843691 8.37378626 4.61546408 14.7589142 11.0232515 12.8369012 14.9981576 
13.850000 0.0347553935 0.00999044523 -0.0452717065 8.64215315 4.70812813 14.1136396 11.0931722 13.0081294 15.2675367 
13.900000 0.0348265493 0.00963926679 -0.0442922127 8.89595112 4.8008817 13.4493566 11.1572556 13.1574793 15.3868502 
13.950000 0.0348608281 0.00933028142 -0.0441172132 9.13313197 4.89370112 12.7687139 11.2152698 13.2841658 15.6828296 
14.000000 0.0348578182 0.00906379254 -0.0436895782 9.35182185 4.98658036 12.0748225 11.2668145 13.387712 15.8620218 
14.050000 0.0348173034 0.00883989249 -0.0430694102 9.55035998 5.07951758 11.3712707 11.3111942 13.4679512 15.9960854 
14.100000 0.0347392993 0.00865844596 -0.0425457391 9.72732128 5.17251243 10.6620437 11.3474911 13.5250213 16.0982377 
14.150000 0.03462409 0.00851907489 -0.0422610332 9.88156657 5.26557816 9.95158866 11.3745343 13.5593433 16.2332098 
14.200000 0.0344722544 0.0084211455 -0.0416926373 10.0122794 5.35872071 9.24472721 11.3910122 13.5715856 16.2732262 
14.250000 0.0342846928 0.00836376 -0.04150924 10.1189808 5.45197091 8.54657765 11.3955436 13.5626226 16.4179859 
14.300000 0.0340626389 0.00834575354 -0.0406777451 10.2015602 5.54534216 7.86240775 11.3867607 13.5334908 16.345414 
14.350000 0.0338076567 0.00836569817 -0.0398519746 10.2602709 5.63885704 7.19755433 11.3634394 13.4853493 16.1991054 
14.400000 0.0335216316 0.00842191268 -0.0398349459 10.2957128 5.73254902 6.55718739 11.3246673 13.4194548 16.2832597 
14.450000 0.0332067426 0.00851248257 -0.0395650309 10.3088274 5.82642452 5.94624733 11.2699056 13.337153 16.2262461 
14.500000 0.0328654149 0.00863528435 -0.0389273146 10.3008322 5.92050688 5.3691603 11.1990559 13.2398797 16.1282846 
14.550000 0.0325002809 0.00878801943 -0.0384729756 10.2732051 6.01479142 4.82981306 11.1125039 13.1291675 15.9947537 
14.600000 0.0321141137 0.00896825119 -0.0383413986 10.2275977 6.10929992 4.33135276 11.0110419 13.0066478 15.9322402 
14.650000 0.0317097721 0.00917344669 -0.0376455896 10.1657955 6.20400649 3.87613406 10.8958796 12.8740449 15.6664646 
14.700000 0.031290139 0.00940101993 -0.0373708755 10.0896587 6.29889636 3.46569268 10.7684886 12.7331514 15.536424 
14.750000 0.0308580664 0.00964837541 -0.0370721784 10.0010689 6.39393494 3.10066604 10.6305595 12.5857924 15.4026515 
14.800000 0.0304163263 0.00991295009 -0.036610888 9.9018741 6.48908382 2.78090535 10.4838441 12.4337787 15.1659191 
14.850000 0.0299675684 0.0101922515 -0.0359548341 9.79386248 6.58428784 2.50549085 10.3301376 12.2788595 14.8524747 
14.900000 0.0295142866 0.0104838912 -0.0358817771 9.67872423 6.67948635 2.27283669 10.1711337 12.1226786 14.7476417 
14.950000 0.0290587947 0.0107856138 -0.0354832656 9.55802458 6.77461793 2.08079477 10.0084115 11.9667363 14.4877544 
15.000000 0.0286032095 0.0110953179 -0.0351946984 9.43319606 6.86961407 1.92679516 9.84339963 11.8123654 14.3228817 
15.050000 0.0281494421 0.0114110721 -0.0349145359 9.30552918 6.96441436 1.80794201 9.67733753 11.6607173 14.0965107 
15.100000 0.027699192 0.0117311241 -0.0345124095 9.17616989 7.05896304 1.72114182 9.51124903 11.5127607 13.8264419 
15.150000 0.0272539541 0.0120539048 -0.0338885713 9.04612083 7.15322248 1.66323493 9.3460316 11.3692868 13.597167 
15.200000 0.0268150243 0.0123780268 -0.0341215707 8.91625305 7.24716896 1.63106245 9.18238061 11.2309217 13.4905846 
15.250000 0.0263834706 0.0127024108 -0.0337022875 8.78785151 7.34098562 1.62129499 9.02066007 11.0980935 13.2661654 
15.300000 0.0259602749 0.0130259156 -0.0335314564 8.66106332 7.43444309 1.6312394 8.86162338 10.9710062 13.1304186 
15.350000 0.0255462125 0.0133476464 -0.0334608355 8.53620162 7.52758576 1.65833243 8.70552737 10.8499247 13.0223504 
15.400000 0.0251419109 0.0136668482 -0.0331027522 8.41368294 7.62046087 1.70014259 8.55264565 10.7349722 12.8221887 
15.450000 0.0247478721 0.013982894 -0.032503919 8.29389577 7.71313272 1.75450745 8.40319094 10.6261338 12.5980842 
15.500000 0.0243644864 0.014295269 -0.0325063185 8.17717014 7.80566421 1.81954468 8.25732993 10.523261 12.5370409 
15.550000 0.0239920517 0.0146035557 -0.032336932 8.06377309 7.89811361 1.89365104 8.11518403 10.4260767 12.4190048 
15.600000 0.0236307863 0.0149074179 -0.0320353957 7.95391694 7.99052564 1.97549139 7.9768534 10.3341815 12.30573 
15.650000 0.0232808441 0.0152065858 -0.031851126 7.8477675 8.08290962 2.0639792 7.84241139 10.2470627 12.211819 
15.700000 0.0229423285 0.0155008421 -0.0317510188 7.74545115 8.17523643 2.15825534 7.71190647 10.1641082 12.1434812 
15.750000 0.0226153031 0.015790009 -0.0316145476 7.64706335 8.26742207 2.25765481 7.58536502 10.0846215 12.0445072 
15.800000 0.0222998023 0.0160739369 -0.0310120326 7.55267437 8.35931323 2.3616827 7.46279191 10.0078393 11.8958202 
15.850000 0.0219958404 0.0163524943 -0.0310787176 7.4623356 8.45067671 2.46997648 7.34416336 9.93295009 11.8378731 
15.900000 0.0217034192 0.0166255591 -0.0308323974 7.37608158 8.5411924 2.58227956 7.2294248 9.85911086 11.7296089 
15.950000 0.0214225335 0.0168930113 -0.0304690099 7.29393505 8.63043551 2.69840668 7.11848898 9.78546466 11.6158109 
16.000000 0.0211531758 0.0171547271 -0.0306437246 7.21590609 8.71787625 2.81822062 7.01123717 9.71115635 11.5592653 
16.050000 0.0208953397 0.0174105739 -0.0303915234 7.14199542 8.80287539 2.94160525 6.90751461 9.63534848 11.427721 
16.100000 0.0206490224 0.017660407 -0.0301423741 7.07219523 8.88467887 3.06845298 6.80713588 9.55723755 11.3335977 
16.150000 0.0204142266 0.0179040663 -0.0299616117 7.00648927 8.96243083 3.19864246 6.70988552 9.47607056 11.2283424 
16.200000 0.0201909598 0.0181413747 -0.0297452047 6.94485194 9.03518898 3.3320298 6.61552648 9.39116268 11.1318111 
16.250000 0.0199792347 0.0183721373 -0.0296668477 6.88725013 9.10194425 3.46844782 6.5238079 9.30191533 10.9845935 
16.300000 0.0197790685 0.0185961415 -0.0294641608 6.83364233 9.16164806 3.60769789 6.43447504 9.20783393 10.8609269 
16.350000 0.0195904807 0.0188131577 -0.0290991407 6.78397825 9.21324932 3.74955088 6.34727297 9.10854553 10.6710126 
16.400000 0.0194134909 0.0190229412 -0.0292082812 6.73820098 9.25573618 3.89375246 6.26196943 9.00381351 10.5199395 
16.450000 0.019248117 0.0192252349 -0.0289710218 6.69624262 9.288178 4.04002559 6.17835511 8.89354905 10.3472121 
16.500000 0.0190947719 0.0194197789 -0.0289200831 6.65850267 9.30997182 4.18785056 6.09614519 8.7778328 10.1286063 
16.550000 0.0189530498 0.0196063223 -0.0287656809 6.62447234 9.32045045 4.33703895 6.01539925 8.6566942 9.91657139 
16.600000 0.0188229462 0.0197845905 -0.0287799914 6.59391653 9.31890695 4.48744264 5.93598808 8.53057588 9.7253257 
16.650000 0.0187044431 0.0199543092 -0.0287269478 6.5667155 9.30501675 4.63875485 5.85791027 8.40004844 9.44369552 
16.700000 0.0185975061 0.0201152132 -0.0282197909 6.54276696 9.27871996 4.79066978 5.78122209 8.26579866 9.18615182 
16.750000 0.0185020806 0.0202670521 -0.0285491231 6.52197498 9.24018238 4.94289237 5.70603442 8.12861448 8.91388086 
16.800000 0.0184180901 0.0204095957 -0.0283480766 6.5042368 9.18979032 5.0951312 5.6325045 7.98936504 8.65591555 
16.850000 0.0183454349 0.0205426381 -0.0283597337 6.48944076 9.12811359 5.24710725 5.56082755 7.84898013 8.40805282 
16.900000 0.0182839903 0.0206660016 -0.0283331788 6.47746828 9.05587985 5.39853523 5.4912337 7.70842542 8.12151658 
16.950000 0.0182336055 0.0207795403 -0.0282582075 6.46819059 8.97394532 5.54914218 5.42396999 7.5686811 7.8706651 
17.000000 0.0181941027 0.0208831414 -0.0283511898 6.46147166 8.88326249 5.69864927 5.35929163 7.4307198 7.60562779 
17.050000 0.0181652773 0.0209767277 -0.0281922245 6.45716692 8.78484352 5.8467664 5.29744918 7.29548432 7.35183236 
17.100000 0.0181468978 0.0210602585 -0.0283219704 6.45512746 8.67973733 5.9932018 5.23868244 7.16386735 7.15372273 
17.150000 0.0181387056 0.0211337309 -0.0283918595 6.45519455 8.56899543 6.13764995 5.18321172 7.03669198 6.93113265 
17.200000 0.0181404164 0.0211971793 -0.0284956228 6.45720887 8.45364997 6.27978818 5.13123624 6.91469456 6.73864034 
17.250000 0.01815172 0.0212506756 -0.0285732157 6.4610059 8.33468888 6.41928052 5.08292561 6.79850925 6.56234546 
17.300000 0.0181722803 0.0212943285 -0.0285402946 6.46642148 8.21304078 6.55577539 5.03842413 6.68865554 6.40504409 
17.350000 0.0182017375 0.0213282828 -0.0286033525 6.47328476 8.08957125 6.68889938 4.9978415 6.58552874 6.19081847 
17.400000 0.0182397074 0.0213527181 -0.0286982656 6.48142874 7.96507022 6.81827124 4.96126408 6.48939456 6.06817182 
17.450000 0.0182857831 0.0213678476 -0.0285889998 6.49068852 7.84023322 6.94349599 4.92873509 6.40038863 5.93480147 
17.500000 0.0183395358 0.0213739165 -0.0287436519 6.50089891 7.71568111 7.06416523 4.90027418 6.31852062 5.81094572 
17.550000 0.0184005172 0.0213712007 -0.0286874807 6.51189881 7.59195215 7.17987014 4.8758489 6.24368364 5.71601728 
17.600000 0.01846826 0.0213600048 -0.0288592795 6.52353183 7.46950583 7.29020008 4.85539501 6.17566839 5.57976601 
17.650000 0.0185422825 0.0213406598 -0.0289959884 6.535646 7.34872432 7.39475397 4.83879735 6.11418156 5.50418333 
17.700000 0.0186220895 0.0213135221 -0.0287037754 6.54809495 7.2299294 7.49314236 4.82589788 6.05886634 5.43964555 
17.750000 0.0187071763 0.0212789705 -0.0289021542 6.56074198 7.11337689 7.58498945 4.81648081 6.00932437 5.36714381 
17.800000 0.0187970324 0.0212374042 -0.0289793464 6.57345569 6.99926971 7.66998306 4.81029058 5.96513676 5.31121945 
17.850000 0.0188911405 0.0211892411 -0.0291618075 6.586118 6.88784006 7.74769186 4.80698194 5.92588036 5.26557964 
17.900000 0.0189890011 0.0211349148 -0.0288559776 6.59859911 6.77904547 7.81796128 4.80622491 5.89114887 5.24405496 
17.950000 0.0190901019 0.021074871 -0.0292723975 6.61079344 6.67311968 7.88043743 4.80759509 5.86055175 5.19675797 
18.000000 0.0191939567 0.0210095676 -0.0295184038 6.62260856 6.56999568 7.93499993 4.8106757 5.83372542 5.16335238 
18.050000 0.0193000782 0.0209394703 -0.0294924617 6.6339378 6.46984004 7.98136895 4.81497151 5.81032559 5.1601256 
18.100000 0.0194080106 0.0208650519 -0.02946203 6.64470901 6.37255621 8.01948802 4.82005471 5.7900278 5.15502563 
18.150000 0.0195172976 0.0207867894 -0.0295721984 6.65481796 6.27826181 8.04921647 4.82545295 5.77251563 5.15608294 
18.200000 0.0196274855 0.0207052595 -0.0296471101 6.66411057 6.18671228 8.0704497 4.8309143 5.75739251 5.16063328 
18.250000 0.019738198 0.0206208712 -0.0297942244 6.67229755 6.09797349 8.08345602 4.83572536 5.74444689 5.16027117 
18.300000 0.0198490527 0.0205340548 -0.0296177175 6.67961041 6.012151 8.08783666 4.83980368 5.73339902 5.19292452 
18.350000 0.0199596734 0.0204452895 -0.0297763937 6.68602962 5.92923557 8.08366651 4.84278505 5.72392554 5.21585262 
18.400000 0.0200696939 0.0203550538 -0.0297337907 6.69148419 5.8491964 8.07095205 4.84447076 5.71571204 5.25308433 
18.450000 0.0201787568 0.0202638234 -0.0299321928 6.6959014 5.77201601 8.04970804 4.84471423 5.70845681 5.25886567 
18.500000 0.0202865102 0.0201720697 -0.0299367007 6.69920716 5.69763776 8.01995625 4.8434501 5.70187669 5.28607698 
18.550000 0.0203926071 0.0200802602 -0.0297384367 6.70131794 5.62601537 7.98171526 4.84066007 5.6957121 5.34109066 
18.600000 0.0204966987 0.0199888579 -0.0298856426 6.70215886 5.55709463 7.93500387 4.8363835 5.68973097 5.36131427 
18.650000 0.020598437 0.0198983212 -0.0299375283 6.70164837 5.4908336 7.87984953 4.83069563 5.68373025 5.37609613 
18.700000 0.0206974684 0.0198091046 -0.0298834714 6.69971124 5.42718177 7.81625645 4.82369814 5.6775367 5.42424015 
18.750000 0.020793435 0.0197216584 -0.0299619516 6.69627005 5.36607434 7.74425273 4.81552139 5.67100596 5.42249599 
18.800000 0.0208859718 0.0196364284 -0.0302093691 6.69125326 5.30745299 7.66385097 4.80629214 5.66402039 5.45314151 
18.850000 0.0209747105 0.0195538561 -0.0299880486 6.68459532 5.25127482 7.5750836 4.79614603 5.65648632 5.49397424 
18.900000 0.0210592762 0.0194743788 -0.0301654575 6.6762316 5.19748177 7.47798307 4.78520263 5.64833164 5.50430628 
18.950000 0.0211392894 0.0193984283 -0.0299064432 6.66610701 5.14601113 7.37259455 4.77357084 5.63950276 5.534833 
19.000000 0.0212143712 0.0193264315 -0.0300486514 6.65417357 5.0968284 7.25899437 4.76134443 5.62996165 5.57421502 
